Id,Title,Genres,Popularity,Release Date,Original Language,Vote Average,Vote Count,Overview
36557,Casino Royale,"['Adventure', 'Action', 'Thriller']",36.986,2006-11-14,en,7.537,9802,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bondâ€”on his maiden mission as a 00 Agentâ€”to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career."
2503,The Bourne Ultimatum,"['Action', 'Drama', 'Mystery', 'Thriller']",24.399,2007-08-03,en,7.4,6983,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him."
149,Akira,"['Animation', 'Science Fiction', 'Action']",38.126,1988-07-16,ja,7.951,3612,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.
393,Kill Bill: Vol. 2,"['Action', 'Crime', 'Thriller']",25.977,2004-04-16,en,7.878,12714,"The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do â€¦ but kill Bill."
875104,Ip Man,"['Action', 'Adventure', 'History', 'Drama']",150.851,2023-05-05,zh,6.213,40,"When a young Master Ip stops a kidnapping, he ignites a turf war with a ruthless human-trafficking ring. In retaliation, the gang kidnaps one of Ip Man's close friends, forcing him to face the group's brutal boxing champion head-on."
11647,Mou gaan dou,"['Action', 'Thriller', 'Crime']",11.341,2003-10-01,cn,7.2,344,"In this prequel to the original, a bloody power struggle among the Triads coincides with the 1997 handover of Hong Kong, setting up the events of the first film."
256040,BÃ£hubali: The Beginning,"['Action', 'Adventure', 'Drama', 'Fantasy']",36.69,2015-07-10,te,7.553,675,"The young Shivudu is left as a foundling in a small village by his mother. By the time heâ€™s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process."
441130,WolfWalkers,"['Animation', 'Family', 'Adventure', 'Fantasy']",18.038,2020-10-26,en,8.267,969,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy."
7347,Tropa de Elite,"['Drama', 'Action', 'Crime']",26.538,2007-10-12,pt,8.1,2075,"In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged."
280795,Haider,"['Crime', 'Action', 'Drama', 'Romance']",7.453,2014-10-02,hi,7.143,199,A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects to have a role in his father's fate.
47931,Tropa de Elite 2: O Inimigo Agora Ã© Outro,"['Drama', 'Action', 'Crime']",15.799,2010-10-08,pt,7.8,1646,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain AndrÃ© Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor."
11712,Sanjuro,"['Drama', 'Action', 'Comedy']",12.29,1962-01-01,ja,8.0,512,"Toshiro Mifune swaggers and snarls to brilliant comic effect in Kurosawa's tightly paced, beautifully composed ""Sanjuro."" In this companion piece and sequel to ""Yojimbo,"" jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a proper samurai on its ear."
894762,Karthikeya 2,"['Action', 'Adventure', 'Mystery', 'Thriller']",2.67,2022-08-13,te,7.0,16,"Before the Kalyug begins, Lord Krishna hands over an anklet that holds the answer to all of worldâ€™s miseries. Years later a doctor finds himself in the thick of things when the pursuit for the anklet carries on. A doctor with a curious mind, Karthikeya, aka Karthik, believes in pursuing the truth. The quest leads Karthik to discover the power of the ancient Indian belief system and the essence of Krishna."
473234,Arjun Reddy,"['Romance', 'Drama', 'Action']",9.314,2017-08-25,te,7.3,83,"When his girlfriend is forced to marry another man, a troubled young surgeon begins to self-destruct."
27957,Nefes: Vatan Sagolsun,"['War', 'History', 'Action', 'Adventure', 'Drama']",5.429,2009-10-15,tr,7.1,108,A small task force of the Turkish army have to defend a relay station in the middle of nowhere against a possible terrorist raid.
58128,Andaz Apna Apna,"['Comedy', 'Romance', 'Family']",5.665,1994-04-11,hi,6.895,186,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.
249772,1 - Nenokkadine,"['Action', 'Thriller', 'Romance']",4.359,2014-01-10,te,6.2,63,"A schizophrenic rock musician, is convinced that his parents were murdered by three men. Taking the support of a journalist, he sets out to find the culprits. Will he succeed in his mission, and in the process, what will he learn about his own roots?"
603692,John Wick: Chapter 4,"['Action', 'Thriller', 'Crime']",1754.351,2023-03-22,en,7.859,3579,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes."
19995,Avatar,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",182.126,2009-12-15,en,7.571,29386,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization."
791373,Zack Snyder's Justice League,"['Action', 'Adventure', 'Fantasy']",130.458,2021-03-18,en,8.204,9006,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions."
1726,Iron Man,"['Action', 'Science Fiction', 'Adventure']",116.068,2008-04-30,en,7.635,24539,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
13475,Star Trek,"['Science Fiction', 'Action', 'Adventure']",44.662,2009-05-06,en,7.431,9191,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again."
137113,Edge of Tomorrow,"['Action', 'Science Fiction']",46.067,2014-05-27,en,7.602,12610,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop."
127585,X-Men: Days of Future Past,"['Action', 'Adventure', 'Science Fiction']",61.05,2014-05-15,en,7.522,14244,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past â€“ to save our future.
2501,The Bourne Identity,"['Action', 'Drama', 'Mystery', 'Thriller']",28.501,2002-06-14,en,7.458,8452,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spyâ€”but who does he work for?"
284053,Thor: Ragnarok,"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Comedy']",81.237,2017-10-24,en,7.595,19275,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela."
9693,Children of Men,"['Drama', 'Action', 'Thriller', 'Science Fiction']",20.24,2006-09-22,en,7.605,6369,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind."
525,The Blues Brothers,"['Music', 'Comedy', 'Action', 'Crime']",18.519,1980-06-16,en,7.742,3741,"Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised."
17654,District 9,['Science Fiction'],41.239,2009-08-05,en,7.418,8585,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9."
384217,KÃ´kaku kidÃ´tai,"['Action', 'Adventure', 'Animation', 'Crime', 'Science Fiction', 'Thriller']",1.158,2016-02-02,ja,7.2,9,"An original story in the Ghost In The Shell franchise; an effort to the sensation of being in another world, meshing future technologies with art.  A World of Purity: Holy Ground. ""To end the war and protect my wife, I must delete you allâ€¦""  Japan, 2025. Technology has been advancing more and more rapidly.  ""Brain cyberization"" that makes possible direct connections to information networks via the brain, the technology of ""prosthetic bodies"" that allows humans to change their body parts into cybernetical ones; in this world where such scientific advances have become common, a bombing attack threat is sent to the Japanese government.  The target is an international meeting involving dignitaries from the Republic of Kuzan. The case is entrusted to the Ministry of Home Affairs' Public Security Section 9.  Section 9's leader, the full-cyborg Motoko Kusanagi, assembles her team and heads off to trap and eliminate the terrorist."
391,Per un pugno di dollari,['Western'],23.158,1964-01-18,it,7.9,3692,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit."
263341,Wo hu cang long,"['Action', 'Adventure', 'Drama']",23.044,2016-02-18,en,6.132,579,"A story of lost love, young love, a legendary sword and one last opportunity at redemption."
576,The Wild Bunch,['Western'],15.054,1969-06-17,en,7.636,1030,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them."
180299,Serbuan maut 2: Berandal,"['Action', 'Crime', 'Thriller']",27.256,2014-03-27,id,7.633,2088,"After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force."
1058371,Ying xiong,['War'],0.6,1976-05-01,zh,0.0,0,PLA Pilots during the Korean War
10907,The Adventures of Robin Hood,"['Adventure', 'Romance', 'History']",16.303,1938-05-13,en,7.466,639,Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.
437068,Taeksi woonjunsa,"['Action', 'Drama', 'History']",16.1,2017-08-02,ko,8.061,800,"May, 1980. Man-seob is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone. One day, he hears that there is a foreigner who will pay big money for a drive down to Gwangju city. Not knowing that heâ€™s a German journalist with a hidden agenda, Man-seob takes the job."
367896,Baby(I),['Comedy'],0.6,1910-03-19,fr,6.0,4,"Max and his wife of three years are happy in most regards but one: they still don't have a child. When Max reads of a new method of ""spontaneous generation"" in the paper, it seems his fondest wish may have come true. However, the young couple may get more than they bargained for."
